"","Ensembl.Gene.ID","GeneSymbol","Initially.Assigned.Module.Color","consensus.kMEblack","consensus.kMEblue","consensus.kMEbrown","consensus.kMEcyan","consensus.kMEgreen","consensus.kMEgreenyellow","consensus.kMEmagenta","consensus.kMEmidnightblue","consensus.kMEpink","consensus.kMEpurple","consensus.kMEred","consensus.kMEsalmon","consensus.kMEtan","consensus.kMEturquoise","consensus.kMEyellow"
"ENSG00000109118","ENSG00000109118","PHF12","blue",0,0.132716229920656,0.104439037117379,0.0723003834937408,0,0,0.158460439881919,0,0,0,-0.0924228410929295,0,0.165621468135044,0,0
"ENSG00000109158","ENSG00000109158","GABRA4","red",0.593425523989888,-0.646435826474021,0,-0.761316745477054,0,0,-0.761593696476476,0.259858265249193,0.344510660290804,-0.12334282697617,0.922207767255847,-0.222481852042844,-0.40951454257192,0,-0.219840324244633
"ENSG00000109163","ENSG00000109163","GNRHR","grey",0,0,0,0,0,0,0,0,0,0,0,0,-0.0672380128733193,0.0114844513973336,0
"ENSG00000109180","ENSG00000109180","OCIAD1","black",0.83454541549294,-0.300195093755901,0.168647761452276,-0.474887498815188,-0.00365490613555708,-0.362133508971679,-0.305400105881817,0.625157395220042,0.417137979032825,-0.470012162424573,0.554405613586469,-0.608498811686663,0,-0.178368414384619,-0.503010928858854
"ENSG00000109184","ENSG00000109184","DCUN1D4","grey",0.236279119876261,0,0.161226835424012,-0.430798916707243,-0.0749014052163966,-0.0387632316565676,-0.427311913986585,0.29375394016927,0,0,0.415049356160439,-0.119134945402825,-0.265866045099997,0,-0.133907769306642
"ENSG00000109189","ENSG00000109189","USP46","grey",0.208698253912233,0,0.0376528390815472,0,-0.00806853483587543,0,-0.27648139724893,0.209529668159151,0,0,0.203502761793872,0,-0.284551307420334,0,-0.129195141355002
"ENSG00000109220","ENSG00000109220","CHIC2","blue",0,0.310531771346417,0,0.244632824701919,-0.0599875373698245,0,0.120143726585591,0,-0.159074613271099,0.0488032031432523,-0.114119409588365,0.0053279553518579,0,-0.0447826963825195,0
"ENSG00000109255","ENSG00000109255","NMU","grey",0.32429018638562,-0.62064991532593,0,-0.611280148858812,0,0,-0.666858564924039,0.107004438962713,0.224483889983148,-0.0803840949050866,0.65753782081306,-0.12213638708307,-0.261872670332238,-0.0564326863047276,0
"ENSG00000109320","ENSG00000109320","NFKB1","blue",-0.295075877471931,0.405131775871628,0,0.53630283191815,0,0.224656408388479,0.386269644429027,-0.246229263887447,-0.35782185822172,0.285795003015941,-0.544639631342236,0.306196831222483,-0.00449722950917206,0.381471429594043,0
"ENSG00000109323","ENSG00000109323","MANBA","grey",-0.227798309045327,0.319029295136932,0,0.504968819485307,0,0.305854801765551,0.22109255772044,-0.122244456389118,-0.353569811129899,0.284743969932769,-0.452696398060031,0.337699838793901,0,0.114137241158964,0
"ENSG00000109332","ENSG00000109332","UBE2D3","grey",0,0.0914773319040428,0.35263524495815,0,-0.238817655126748,0.0222378826658309,-0.0412360891481454,0.35286634994378,0,0,0,0,-0.039345568363782,0,-0.229471240722542
