"","Ensembl.Gene.ID","GeneSymbol","Initially.Assigned.Module.Color","consensus.kMEblack","consensus.kMEblue","consensus.kMEbrown","consensus.kMEcyan","consensus.kMEgreen","consensus.kMEgreenyellow","consensus.kMEmagenta","consensus.kMEmidnightblue","consensus.kMEpink","consensus.kMEpurple","consensus.kMEred","consensus.kMEsalmon","consensus.kMEtan","consensus.kMEturquoise","consensus.kMEyellow"
"ENSG00000164935","ENSG00000164935","DCSTAMP","yellow",-0.144323377317527,0,-0.150238731384221,0.0770697280236836,0.040623272711489,0,0.102053984337325,-0.194119874424497,0,0.0799470476283996,-0.109077366684934,0.0592443782107836,0,0,0.236708049456325
"ENSG00000164938","ENSG00000164938","TP53INP1","blue",-0.579890305713268,0.761663954781084,0.114835442561986,0.504101061117639,-0.00527895967172611,0.0084716941351021,0.528948994462996,-0.0371354658614791,-0.526822721832847,0.0616535150944812,-0.605487189602648,0.151216746983156,0.0859481709866368,0.0194182495552167,0.0102858408240596
"ENSG00000164941","ENSG00000164941","INTS8","brown",0,0.0915389951647672,0.0733246719990897,0,0,0,0,0,-0.21500256059871,0,0,0,0,0,0
"ENSG00000164944","ENSG00000164944","KIAA1429","blue",-0.165080808985698,0.769707015223413,0.445194085433699,0.381466183915742,-0.276146669572876,0,0.2542501872726,0,-0.476785520027795,0,-0.465085498291121,0,0,0,0
"ENSG00000164946","ENSG00000164946","FREM1","grey",0,0,0,0,-0.0287443765635785,-0.128286522030731,0,0,0,-0.0858902440996281,0,-0.0849194173344947,-0.106479814471784,-0.290850498035112,0
"ENSG00000164949","ENSG00000164949","GEM","purple",-0.457319896640648,0,-0.049393477489545,0.190953986553867,0,0.573018418592433,0,-0.363182558291895,-0.218055750148199,0.633494996642172,-0.116690859930298,0.691392253305475,0,0.238937563583126,0.276677447978479
"ENSG00000164951","ENSG00000164951","PDP1","red",0.76515554517341,-0.551902555738247,0,-0.783722953049801,0,-0.165696287759524,-0.575427580756464,0.400215640562347,0.46432184378913,-0.324224599655521,0.873201817691684,-0.414595713069246,-0.167805349102572,-0.00740046055292315,-0.38252060629528
"ENSG00000164953","ENSG00000164953","TMEM67","grey",0,0,-0.0723541558413497,0,0.00165746498411227,0,-0.043200955743759,0,0,0,0,0,-0.120541052299356,-0.122704753291038,0
"ENSG00000164961","ENSG00000164961","KIAA0196","brown",0,0.219464813436686,0.489772733512309,0,-0.225645326477685,0,0,0.126402833830093,0,0,0,0,0,0.125335178090629,-0.0142640787336787
"ENSG00000164967","ENSG00000164967","RPP25L","grey",0,-0.389918983756142,-0.169476461644155,0,0.296138406202937,0,-0.00881853342443634,-0.0320158125678139,0.153143389534258,0,0.00927007746041252,0,0,0,0.000815108735051417
"ENSG00000164970","ENSG00000164970","FAM219A","grey",0.315742444706462,-0.323568918178248,-0.0500004513436018,-0.410041008434263,0.242522316034245,-0.1967810360983,-0.00623733715127539,0,0.515300426535094,-0.17652823688721,0.316736777748768,-0.243434804668352,0.148360263348075,0,0
"ENSG00000164972","ENSG00000164972","C9orf24","grey",0.327411450630486,-0.604349475478202,-0.0763243851571509,-0.406121759652372,0.163655419681535,-0.0553744911185308,-0.396873988746134,0.00789320606302731,0.422030251821395,0,0.467536675936947,-0.153242978834198,-0.00633130670683097,-0.0104156747438374,0
"ENSG00000164976","ENSG00000164976","KIAA1161","purple",-0.206994919599008,0,-0.250457424445607,0.0162829108245828,0.213634888584164,0,0,-0.323061934930976,0,0.481658533259201,0,0.19935117579342,0,0,0.285839546703777
"ENSG00000164983","ENSG00000164983","TMEM65","midnightblue",0.352470686061547,0,0.41116626777554,-0.306788624325958,-0.51379298945124,-0.0740446771509989,-0.364249940062427,0.602115158172717,0,-0.29176136936177,0.427455813899836,-0.291293388485699,-0.159297600610092,-0.325995313665504,-0.419628646633585
"ENSG00000164985","ENSG00000164985","PSIP1","grey",0.153806366695278,0,0.418634115469411,0,-0.437902827489003,-0.310639151927907,0,0.356995257586817,0,-0.353529142452583,0,-0.338828749897906,0,-0.291352669615645,-0.296422208711484
"ENSG00000165006","ENSG00000165006","UBAP1","green",0,0,0,0.174047194079675,0.137183584467293,0.144660399481512,0.0441319193699723,-0.0931659659831469,0,0.328198140406695,-0.0968346567091079,0.223413898634835,0,0.0375355850546387,0
"ENSG00000165023","ENSG00000165023","DIRAS2","black",0.689537535581519,-0.47606856179913,0,-0.24310819361655,0,-0.113846248952728,-0.440532751092408,0.260740661657824,0.174084582998464,-0.145616072202743,0.403430954770943,-0.293178757826539,-0.348599188981486,0,-0.331730369272175
"ENSG00000165025","ENSG00000165025","SYK","greenyellow",-0.304756689443,0,-0.0107770045150885,0.100464854592296,0,0.879947367184443,0,-0.234488471177313,-0.200519353225654,0.480874160208405,0,0.593158893478295,-0.0800451494500622,0.136859936401349,0.197854538437298
"ENSG00000165029","ENSG00000165029","ABCA1","cyan",-0.58777283550615,0.443955897574487,0,0.535729824096481,0,0.205944831279273,0.318246325681035,-0.350045492250532,-0.452125701978424,0.462615059848637,-0.503333136973063,0.402635712956973,0,0.09220473162395,0.139075681450888
"ENSG00000165030","ENSG00000165030","NFIL3","grey",-0.114427352697271,0.288000095372443,0.0810001277538855,0.237992823945709,-0.192058233077558,0,0.0920792471864772,0.0266876567284247,-0.272463414390931,0,-0.171190949001535,0.0245265894432893,0,0,-0.0263790244425473
"ENSG00000165046","ENSG00000165046","LETM2","grey",0,0,0,0.0587067855485233,0,0,0,0,0.0190751375695112,0,0,0,0,-0.11171464800929,0
"ENSG00000165060","ENSG00000165060","FXN","yellow",-0.111612461340073,0,0,0.11612238746803,0.104074475447213,0.0343989914921723,0,-0.0818893919478342,0,0.163885497191175,-0.0992233153530343,0.0487396701841492,0,0.0577751618088062,0.135883440686622
"ENSG00000165061","ENSG00000165061","ZMAT4","grey",0.6854410013546,-0.618896828205791,0,-0.652372927804632,0,-0.104707612276129,-0.528831580621692,0.210890424751824,0.519761609408344,-0.194495372309362,0.773261548210633,-0.310579197979355,-0.182662176890178,0,-0.25148083073678
"ENSG00000165066","ENSG00000165066","NKX6-3","yellow",0,-0.25416103549684,-0.369605558771318,0,0.11823522439472,0,0,-0.123515769457809,0,0,0,0,0,-0.0385779572752627,0.0660851023052812
"ENSG00000165071","ENSG00000165071","TMEM71","grey",-0.301453194697466,0,-0.219343352015827,0.21097091468939,0.0780195419539998,0.434237665291799,0,-0.294571245807111,-0.0292649408877883,0.365745124786158,-0.118993245180922,0.516801435111225,0,0,0.443299336894299
"ENSG00000165084","ENSG00000165084","C8orf34","grey",0.137591780049895,-0.20846187453885,0.075545706516182,-0.361395274477557,-0.108818317016206,-0.0833345664272086,-0.334550906691173,0.231771067776067,0.11161997809661,-0.249721918441443,0.386574735477468,-0.194874000812275,-0.0538065846076516,-0.364495503066719,-0.0236500948734961
"ENSG00000165091","ENSG00000165091","TMC1","yellow",-0.462619728457173,0,-0.212256246621083,0.212688574736151,0.120335943798089,0.223210057633928,0,-0.401822845851733,0,0.476190794097717,-0.151109743496427,0.426879373530331,0,0.117670408525543,0.548825858296633
"ENSG00000165092","ENSG00000165092","ALDH1A1","grey",0,0,0,0,0,0,-0.0778253973648753,0,-0.146345847428754,0.0902715285493166,0,0,-0.273025399948543,0.115099596207695,0
"ENSG00000165102","ENSG00000165102","HGSNAT","grey",0.127424639423598,-0.16686199105815,0.0152403587596675,-0.279273220271774,-0.0521622412094979,-0.166314922882397,-0.15798466583064,0.124436497991578,0.1841509544388,-0.24459054549243,0.269346193644823,-0.251395539867528,0,-0.137377864868697,-0.204171738270522
"ENSG00000165105","ENSG00000165105","RASEF","grey",-0.0908619605079522,0.0199977866750108,0,0.146843599266703,0,0.174829041521116,0,-0.0110792265903229,-0.191653487863774,0.176058019322182,-0.0833005039586675,0.229908244192262,-0.0170709347450761,0.095843446309139,0
"ENSG00000165113","ENSG00000165113","GKAP1","blue",-0.259913766644171,0.471161411388805,0.00816839178837441,0.383730537897439,0,0,0.533058313808386,-0.0845298284985427,-0.344867845527893,0.0614967817609895,-0.470150643665906,0.106260367362826,0.00870489345335959,0.0119904046935285,0
"ENSG00000165118","ENSG00000165118","C9orf64","brown",0,0.445448787924494,0.6487013226065,0,-0.580573945588527,0,0,0.296747278413481,-0.407758482975061,0,0,0,0,0,0
"ENSG00000165119","ENSG00000165119","HNRNPK","midnightblue",0.375298764186888,0,0.509475868710399,-0.0775691301326706,-0.386819808711292,-0.314932136742395,0,0.658729762219281,0.0118918675968476,-0.407339757038017,0.0559083839607502,-0.46046666745278,0,-0.0484880728413161,-0.522968337954177
"ENSG00000165138","ENSG00000165138","ANKS6","magenta",0,0.290059612182545,0.0794468480309565,0,0,-0.0845826220839575,0.366551499424032,0,-0.0990323776655112,0,-0.192812553342224,0,0.0453377833325001,0,0
"ENSG00000165140","ENSG00000165140","FBP1","greenyellow",-0.191883676179678,0,0,0.100656506406643,0,0.641664363425393,-0.0222655004796542,-0.0322553083481984,-0.132852688805132,0.186473903069052,-0.10599206411026,0.378588316558661,-0.0159780427940339,0.0486726800725982,0.132178361375769
"ENSG00000165152","ENSG00000165152","TMEM246","black",0.800039837700199,-0.161742604411211,0.13898001576631,-0.263803951955867,-0.0316600033255145,-0.352542696943141,-0.0750081037951973,0.595828566289611,0.33864496428509,-0.55658313069952,0.359543314426721,-0.606008987496313,0,-0.19039969091237,-0.583680523870249
"ENSG00000165164","ENSG00000165164","CFAP47","yellow",-0.237425935676467,0,0,0,0,0.0659542395277547,0,-0.224850574297321,0,0.218384713173399,0,0.184011850472621,0,0.106346379832817,0.412511688448798
"ENSG00000165168","ENSG00000165168","CYBB","greenyellow",-0.0507219076035439,0,0,0.0402291235559899,0,0.792821417712134,-0.0615214504659039,0,-0.08578660396777,0.277979735123539,0,0.437934714634106,-0.325595846498005,0,0
"ENSG00000165169","ENSG00000165169","DYNLT3","grey",0.681633412338551,-0.432830872776692,0,-0.422878002234365,0,0,-0.617814528161559,0.245835838322697,0.113598798324954,-0.0225591566665383,0.570105588054379,-0.165735778657067,-0.443157151545337,0,-0.339525679779761
"ENSG00000165175","ENSG00000165175","MID1IP1","turquoise",-0.293413784906285,0,-0.128472559208619,0,0.379030084595699,0.244843997620435,0,-0.556638626952506,0,0.389446519967353,-0.0399817308163201,0.423013945792521,0,0.547981628192587,0.403437207132789
"ENSG00000165181","ENSG00000165181","C9orf84","grey",-0.158477085289957,0,-0.217900501733128,0.103360501955042,0.212035897761917,0.114685142949865,0,-0.229461276096992,0,0.109057566525531,-0.0888369636367419,0.174830579805271,0,0,0.285477432092625
"ENSG00000165186","ENSG00000165186","PTCHD1","blue",0,0.240232993443154,0.166090667632958,0.283751996492372,-0.339669846671421,0,0,0.10385619427032,-0.0800326726522549,0,-0.0104656828705906,0,0,-0.026375466504565,-0.131499141148168
"ENSG00000165195","ENSG00000165195","PIGA","grey",-0.488546736606106,0.372654904236465,0,0.408885441543112,0,0.191169352320074,0.246432563900463,-0.291329364318114,-0.464822815007655,0.281570478738379,-0.505133046244079,0.401799278197866,0,0.354736326555352,0.0927504972869181
"ENSG00000165209","ENSG00000165209","STRBP","grey",0.609167268936447,0,0.167647460425137,-0.459698796172912,-0.348297021186217,-0.400780193220085,-0.123461379768568,0.669369365579037,0.219838034013209,-0.588434145301671,0.50313579402533,-0.584354227687243,0,-0.477155732174024,-0.503822262544455
"ENSG00000165219","ENSG00000165219","GAPVD1","brown",0,0.282084253752022,0.576229431989636,0,-0.502901976762546,0,0,0.387383821732324,-0.286979021005165,-0.0838360414287654,0,-0.0659026191394589,0,0,-0.271185410216831
"ENSG00000165233","ENSG00000165233","CARD19","grey",-0.0268617499393087,0.145399685128627,0,0.263966835543015,0,0.072390709881519,0.245843549654198,-0.0323586112646519,-0.076069044320182,0.0445978052063706,-0.358685598467729,0.119934953782184,0.00762541830740861,0.00199436511048036,0
"ENSG00000165238","ENSG00000165238","WNK2","grey",0.458720138639403,-0.320281671586403,0,-0.359938557441553,0,-0.364683757141288,-0.126137040516584,0.142305487413818,0.319731414767885,-0.326805866279773,0.435956686538186,-0.411620297621504,0,-0.0355396515887758,-0.418069456546013
"ENSG00000165244","ENSG00000165244","ZNF367","yellow",-0.415077833782666,0,0,0.08963443979718,0,0.216496064266573,0,-0.13601159033151,0,0.190988072344481,-0.244058046742109,0.311425845072133,0,0.123569774665554,0.342088648581094
"ENSG00000165246","ENSG00000165246","NLGN4Y","grey",0.257800064205304,0,0.178765973193114,-0.136076559733482,-0.197336047103708,-0.268276603992106,0,0.250207390273346,0.118025868038814,-0.202163604800661,0.164788640132735,-0.267543782376677,0,-0.151110568762557,-0.232499140868297
"ENSG00000165259","ENSG00000165259","HDX","grey",0.201504440871832,0,0.474153498780342,-0.0265097859026877,-0.463287394319869,-0.160898714516432,0,0.535454886815198,0,-0.457068532447926,0.040515237694868,-0.344039968430488,0,-0.198637494183466,-0.346467199893081
"ENSG00000165264","ENSG00000165264","NDUFB6","grey",0.624475562615083,-0.392810451434222,0,-0.401897342344695,0,-0.212091020934212,-0.362266872199265,0.336007013418,0.322337419308805,-0.289481911343833,0.479963024311093,-0.432243398080202,-0.0296012889709171,0,-0.451445838360047
"ENSG00000165269","ENSG00000165269","AQP7","grey",-0.0999899372779055,0,-0.0898571502856792,0.165143361168134,0.0226418855707434,0.00479538133646938,0.163037364129995,-0.147239140842787,0,0.0524890917628079,-0.125570867564611,0.111112552750078,0.0013655543687134,-0.13925240323912,0.212491822178268
"ENSG00000165271","ENSG00000165271","NOL6","grey",0.381072814500821,-0.234718214245411,0,-0.349850755111173,0.0265754240135239,-0.330459071747575,0,0.260678449679814,0.564616342614304,-0.490420014928921,0.345514487836479,-0.455310993034772,0.0995752146882576,-0.142906673733356,-0.217899260733674
"ENSG00000165272","ENSG00000165272","AQP3","grey",0,0,-0.198846796633092,0.00794507757331381,0,0,0,-0.112203809990923,0,0,0,0,0,-0.135522869049726,0.0817290464097691
"ENSG00000165275","ENSG00000165275","TRMT10B","brown",0,0,0,0,0,-0.0360917587140406,0,0,-0.138016942020101,0,0,0,0,0,0
"ENSG00000165280","ENSG00000165280","VCP","midnightblue",0.47350012150313,0,0.561146105848457,-0.263384074905901,-0.395436951458004,-0.0597387384429782,-0.083313971049685,0.671582828890086,0,-0.323602209212097,0.310278690856086,-0.23996369613921,0,-0.146961753564973,-0.588543366915291
"ENSG00000165282","ENSG00000165282","PIGO","blue",0,0.154735693024029,0.0843637174804878,0.254868474767808,0,0,0.18755815038235,0,0,0,-0.267133510049792,0,0.0925739634511001,0.038593346874864,0
"ENSG00000165283","ENSG00000165283","STOML2","grey",0.576736182919386,-0.307996378168187,0,-0.230712633138227,0,-0.0751563876061157,-0.199511779943116,0.408639682398115,0.391965579357645,-0.302188021486111,0.324003326564666,-0.341612367750154,0,-0.159516542025127,-0.269038518835468
"ENSG00000165288","ENSG00000165288","BRWD3","blue",-0.254577311031741,0.485682205815416,0,0.497848751176511,0,0,0.545238679194557,0,-0.0312734351867722,0,-0.561664595550539,0,0.274610747629969,0,0
"ENSG00000165300","ENSG00000165300","SLITRK5","red",0.24757063726027,-0.291182556612038,0,-0.552383320239411,-0.11342164537407,-0.269683402518083,-0.303339580915701,0.18563824010735,0.291938078502108,-0.289115821646034,0.5966338962018,-0.277949576167348,0,-0.251633143157334,-0.205253027192186
"ENSG00000165309","ENSG00000165309","ARMC3","grey",-0.485983496426287,0,-0.123625192514057,0.171271942913531,0.165474527646121,0.261630515911444,0,-0.396917780092256,-0.247285885710651,0.433225456307564,-0.204540288668395,0.460893234692144,0,0.240115583213288,0.337396118741994
"ENSG00000165322","ENSG00000165322","ARHGAP12","brown",0,0.201514256677214,0.201853769148575,0.00691479236504086,-0.20581893281505,0.0349655965587497,-0.101514780495829,0.0699039666237481,-0.350100283876646,0.155713294570446,0,0,-0.369470414451739,0,0
"ENSG00000165338","ENSG00000165338","HECTD2","grey",0.283321498556739,-0.322903017954796,0,-0.428981356747081,-0.208090759628085,-0.0165892932537029,-0.519890402672689,0.332055162234071,0.0771452997367542,-0.162090979149417,0.530579330540879,-0.170198603114952,-0.225618850405012,-0.33029366854748,-0.104079236284028
"ENSG00000165355","ENSG00000165355","FBXO33","grey",0.539447089122348,-0.257764326314159,0,-0.481611103142747,0,-0.0227920753901374,-0.420874147357035,0.154079129583141,0.277135666161291,-0.0789126329696836,0.590358027964822,-0.154002271148503,-0.247923590631238,0,-0.287064364476991
"ENSG00000165359","ENSG00000165359","INTS6L","brown",0,0,0.0274789182805056,0,-0.108540546281008,-0.155021416670717,0,0,-0.0225699375185105,-0.0962945459203967,0,-0.0682736687910368,0,0,0
"ENSG00000165379","ENSG00000165379","LRFN5","red",0.490179946913177,-0.400053230817706,0,-0.671298243503908,-0.0488466312664564,-0.159502452182867,-0.511721998684382,0.317537425932164,0.334381829092213,-0.291768132930734,0.773834441534913,-0.317864161148369,-0.165290336918413,-0.202506978378108,-0.264529135069909
"ENSG00000165389","ENSG00000165389","SPTSSA","blue",-0.355960646201108,0.474041917288517,0.182015443940029,0.490903350747184,-0.0742137709150986,0.295471377543789,0.192978139560614,-0.0497686350694011,-0.516580777222904,0.310847391896217,-0.513626817573001,0.336998019514689,0,0.234272623566713,0
"ENSG00000165392","ENSG00000165392","WRN","blue",-0.23005875243442,0.463459613670094,0.434594090312793,0.103778605374545,-0.430730789152115,0,0,0.0467707905081367,-0.516114875929135,0,-0.161005213267577,0.0236595029670162,-0.0500566620208119,0,0
"ENSG00000165409","ENSG00000165409","TSHR","yellow",-0.147892720990797,-0.0033855854567405,-0.246095909256222,0,0.152567741832934,0,0,-0.237519695591857,0,0.0418868302064447,0,0,0,0,0.336052554581556
"ENSG00000165410","ENSG00000165410","CFL2","turquoise",0,0.329903225728701,0.325295159488925,0,-0.0257716667407799,0,0.00195784024450725,0.0552562895778518,-0.191071073543842,0,-0.209859649990509,-0.02827358983663,0,0.501798205714381,-0.0181197703944122
"ENSG00000165416","ENSG00000165416","SUGT1","brown",0.202300366614289,0.190365934934633,0.310411013206585,-0.126001495854279,-0.198423074693752,-0.2764159413201,0,0.306676792195527,-0.0240801037115392,-0.145760318128261,0.108116881883899,-0.278209562686495,0,0,-0.272714462674893
"ENSG00000165417","ENSG00000165417","GTF2A1","tan",0.155654078037894,0,0,0,0,-0.0445519781872553,0,0.00475618626853533,0.0729251931173729,-0.180991558264092,0,-0.114923053350733,0,-0.0646253723927142,-0.043901767096402
"ENSG00000165424","ENSG00000165424","ZCCHC24","turquoise",-0.416813547520553,0,0,0.212345934006872,0.207552912305062,0.309207542679174,0.00795598211968962,-0.633022690782471,-0.0676251654925016,0.57721289111108,-0.284957202431067,0.510946470689108,0,0.769438024530677,0.297923056586
"ENSG00000165434","ENSG00000165434","PGM2L1","red",0.626567290654814,-0.407748414082764,0.0690304607694552,-0.725814946596742,-0.171466467529217,-0.189303298878302,-0.573065325218952,0.460720540553375,0.348411276689596,-0.351684662401515,0.846246840245953,-0.414398326846854,-0.184260735254023,-0.264840401545448,-0.341748277569541
"ENSG00000165443","ENSG00000165443","PHYHIPL","grey",0.467602751679023,0,0.118704430600726,-0.336568974815363,0,-0.0367790156824539,-0.335722961519805,0.283262226374614,0,0,0.416531460687403,-0.229147524911332,-0.210096736076041,0.0624132449656549,-0.373169324944233
"ENSG00000165457","ENSG00000165457","FOLR2","greenyellow",0,-0.0171444496534827,-0.104711224156153,0.0271514698808735,0.0367179558241677,0.490311459661413,0,0,0,0.13240679083502,0,0.182273368731802,0,-0.00350515190605368,0.0404152378067954
"ENSG00000165458","ENSG00000165458","INPPL1","purple",-0.533557310908127,0,-0.2684192543793,0.27728340818531,0.24947777087126,0.543414993771156,0,-0.657982280311642,-0.121070478325511,0.787138596589736,-0.209001847943854,0.748099372145045,0,0.291528148253898,0.500185233163785
"ENSG00000165474","ENSG00000165474","GJB2","grey",-0.35816739868649,0.0237639356152097,-0.180084752665409,0.447488161562643,0,0.218625636417252,0.0215288678870568,-0.296140356823613,0,0.325046813285413,-0.340723020480755,0.434727128446242,0,-0.126625110422569,0.419880953024749
"ENSG00000165476","ENSG00000165476","REEP3","grey",-0.319352603486778,0.257299425036314,0,0.377442764825264,0,0.197855932135176,0.177161225126711,-0.23049819962262,-0.290408426759985,0.295726398350628,-0.512736211847908,0.288946937300463,0,0.433653882358788,0.104437094532598
"ENSG00000165478","ENSG00000165478","HEPACAM","grey",-0.110888446919544,0,-0.0449297441181551,0.0495826769648669,0.221291544739472,0.126765586321405,0,-0.433077354868975,0,0.462640872029481,0,0.296831519339996,0,0.366021296815841,0.27890143000886
"ENSG00000165480","ENSG00000165480","SKA3","grey",0,0,0.0564419066937148,0,-0.0901847372402691,0,0,0.182178244019562,0,-0.180234643746916,0,-0.0394648464879578,0,-0.0812087007934221,0
"ENSG00000165487","ENSG00000165487","MICU2","grey",0,-0.00628102769174795,0,0,0,-0.049931274744221,0,0,0,0,0,0,0,0,0
"ENSG00000165490","ENSG00000165490","DDIAS","grey",-0.165230171524323,0.128945895736848,0,0,-0.0101841583846197,0.149109763896767,0.0561915289258911,0,-0.134395128682649,0,-0.00904417462200613,0.158972919030766,0,-0.0225951668445197,0.119338648663632
"ENSG00000165494","ENSG00000165494","PCF11","blue",-0.260533086590892,0.769777594071931,0.0163744735805574,0.496210785375277,0,0,0.67393580757429,0,-0.317394772163407,0,-0.592651651588261,0,0.255168894665347,0,0
"ENSG00000165495","ENSG00000165495","PKNOX2","grey",0.572884968933973,-0.556339700475539,-0.117444370731223,-0.574131109423972,0.0970290487040862,-0.297921054103756,-0.243286530648358,0.150026849790272,0.734566966374809,-0.349377822298809,0.659924921539482,-0.417078508698706,0,-0.101098160822089,-0.195072341933433
"ENSG00000165506","ENSG00000165506","DNAAF2","midnightblue",0.385665326573261,0,0.584796731019906,-0.0497912997419644,-0.373519851094402,-0.181096031935007,0,0.668219530495565,0.0123003397182483,-0.351280519647761,0.0715395877137647,-0.379527189460764,0,-0.117081451947769,-0.451249036741129
"ENSG00000165509","ENSG00000165509","MAGEC3","turquoise",-0.269854219253446,0,0,0,0.117570890867927,0,0,-0.255266297102056,-0.049871775752848,0,-0.144049189653619,0,0,0.27993301114482,0.245695080591179
"ENSG00000165516","ENSG00000165516","KLHDC2","midnightblue",0.479878356415787,0,0.498276941535141,-0.108121625323991,-0.320268958482873,-0.276869750439741,-0.0575601547264789,0.595628572545639,0,-0.364785998543629,0.161199091528818,-0.387597764791084,0,-0.0932780462293177,-0.460740021477864
"ENSG00000165521","ENSG00000165521","EML5","brown",0.057523651330774,0.109927016933407,0.359645767849191,0,-0.371088134233955,-0.13328985102171,0,0.237936451125361,-0.130646272200294,-0.126800174437577,0,-0.197723027864148,0,-0.0601799545769643,-0.176232870714476
"ENSG00000165525","ENSG00000165525","NEMF","grey",0,0.232152470026484,0,0.0928826994499489,0,0,0,0,-0.0463421500348271,0.0362386500766598,-0.133475567138617,0,0,0.219223548682512,0
"ENSG00000165526","ENSG00000165526","RPUSD4","grey",0.11816051161577,0,0.10769433887256,-0.180791073068804,-0.141703134393109,-0.112214984224564,-0.0234107258171532,0.300861384533576,0.0590478494127247,-0.342973886069968,0.152698688324561,-0.183479321984257,0,-0.273119390045509,-0.0630081043467428
"ENSG00000165533","ENSG00000165533","TTC8","grey",0.65708940897225,-0.350589891025215,0,-0.221549343588049,0,-0.172271571373938,-0.35058240104051,0.300219250569269,0.196606019917836,-0.1538548625607,0.372063620076835,-0.37030768172345,-0.106651247258179,0,-0.439111447326662
"ENSG00000165553","ENSG00000165553","NGB","pink",0.221989617836203,-0.414376140209409,-0.320188531331079,-0.211583473038496,0.312722435722003,0,0,-0.045984145105139,0.358573994036195,0,0.342320836862407,0,0,-0.0794968395663513,0
"ENSG00000165555","ENSG00000165555","NOXRED1","grey",0,-0.111885865019126,-0.0251692368043156,-0.00185404599960124,0,0,0,0,0,0,0,0,0,0,0.0449793230864317
"ENSG00000165566","ENSG00000165566","AMER2","blue",-0.237684132197457,0.374243320743669,0,0.211200452317031,0,0.0256861081630629,0.259312498788149,-0.0351596852862182,-0.184748394455645,0.162495563542974,-0.347595226408562,0.0887577620350093,0.170225852859306,0.46777672917443,0
"ENSG00000165572","ENSG00000165572","KBTBD6","grey",0.44428127670973,0,0.344870405150154,-0.302657943243261,-0.329087954926496,-0.457414092826231,-0.0921513104654655,0.703810676172804,0,-0.58366348011767,0.328509062102293,-0.587217691974919,0,-0.296652386397462,-0.54418656854513
"ENSG00000165591","ENSG00000165591","FAAH2","grey",0,-0.183012937717842,-0.135012567392369,-0.0561956709274524,0,0,-0.0291762132937356,0,0,-0.00986849817333146,0,0,0,-0.154314705508265,0
"ENSG00000165609","ENSG00000165609","NUDT5","grey",0,0.0742992779120785,0.0986216230878572,0,0,0,0,0,-0.0274719961320812,0,0,0,3.8790890838955e-05,0.0315964051990361,0
"ENSG00000165617","ENSG00000165617","DACT1","green",0,0,0,0,-0.0144167828914854,-0.0828188548146304,0,0.110440853566116,0,-0.0812092640744258,0,-0.0590229933201715,0,-0.232141417635555,0
"ENSG00000165621","ENSG00000165621","OXGR1","grey",0.436783681420376,-0.516104978393801,0,-0.576435779319918,0,-0.123224813739769,-0.368106683594145,0.15730454527602,0.291773018760873,-0.30698861779844,0.571859936852291,-0.269881568643123,-0.105621223422976,0,-0.184620986843425
"ENSG00000165626","ENSG00000165626","BEND7","grey",-0.0949656025928244,0.195988948797591,0,0.359714467652049,0,0,0.199308182627698,0,-0.201175238689156,0,-0.262688202815032,0,0,0,0
"ENSG00000165629","ENSG00000165629","ATP5C1","grey",0.409041101885288,-0.0972362314362925,0.117266324008649,-0.018559679616477,-0.11250525142009,-0.156289990580282,-0.251467094552962,0.428535646455224,0,-0.236591393847008,0.130482966183082,-0.289363702304997,-0.14482457656518,-0.319913924950053,-0.235141294966868
"ENSG00000165644","ENSG00000165644","COMTD1","grey",0,-0.230640369002587,-0.224310365291278,-0.125084409650697,0.1659709810772,0,0,-0.109872358714324,0.118538646187383,-0.070541395901577,0.110373567559881,0,0.0724644962751479,-0.0683457973816671,0.178959392346308
"ENSG00000165650","ENSG00000165650","PDZD8","blue",-0.0581624101702678,0.291181855007632,0.0555496033988439,0.0672583920027368,-0.0563795739520477,0,0,0,-0.15306434471341,0.0109511127825557,-0.0729703788619318,0,0,0.116830060104429,0
"ENSG00000165655","ENSG00000165655","ZNF503","grey",-0.0685617947955298,-0.0929410341397327,-0.460762477015467,0,0.351559583128418,0.19884793763746,0,-0.330020550099802,0.13086383962932,0.166950589480546,0,0.290294704843516,0,0,0.289680918002497
"ENSG00000165669","ENSG00000165669","FAM204A","grey",0.298145875865366,-0.310347150828225,0,-0.313770923263912,0,-0.0499671190133785,-0.395381907147539,0.242647931928021,0.159034749897363,-0.0856328622564605,0.31951897230482,-0.19348985309432,-0.0882838125555199,0,-0.176930604788382
"ENSG00000165671","ENSG00000165671","NSD1","tan",-0.136815216423251,0.267205120898831,0,0.387541772959868,0,0,0.620917798470148,0,0,0,-0.437150561357848,0,0.406785256285129,0,0
"ENSG00000165672","ENSG00000165672","PRDX3","grey",0.2847362749039,0,0,-0.105813522194102,0,0,-0.521918329384912,0.136044701671158,0,0,0.351130052752202,0,-0.419232694332778,0,-0.110550687292411
"ENSG00000165675","ENSG00000165675","ENOX2","turquoise",0,0.0110043966997662,0,0,0,0.152797612202956,0,-0.0189635751869236,-0.0780761250291647,0.1912174841571,0,0.16810979225719,0,0.621504258430019,0
"ENSG00000165684","ENSG00000165684","SNAPC4","grey",0,-0.292332689049713,-0.410645743024497,-0.0363811871641931,0.20037608700949,0,0,-0.0989537697345839,0.0135776643262502,0,0,0,0,-0.0369737590086463,0
